S.No,comments ,Label
HATE_4294,"Jeeva is a typical actor !!
Not only serious and furious characters but also comedy can be a hundred and a half.",non-hate
HATE_4295,Such an actor is born again in Telugu industry,non-hate
HATE_4296,Jeeva is one of the good stars of Telugu industry ....,non-hate
HATE_4297,Your Anckaring Super,non-hate
HATE_4298,This is an interview my waste interview,hate
HATE_4299,Homework is very nice,non-hate
HATE_4300,Crores of education for coalition,non-hate
HATE_4301,Sound Thaginchi chudala thu dinamma yemundhira dintlo lanja la undi,hate
HATE_4302,Headings of direction,hate
HATE_4303,Koja Valla Number Untyy SEND ME,hate
HATE_4304,Pawan Garu Garu's Women Get In The Street,non-hate
HATE_4305,Anna is not anxious. The water is not wasted.,hate
HATE_4306,"Good luck, not to be intelligent. If people do not sleep with people",hate
HATE_4307,NUMBER CHEPPAKUNDA RECHARGE SUPER GA CHESAV,non-hate
HATE_4308,Nuvu Nijangane Pichodivi,hate
HATE_4309,900% comedy in nine minute video ... Super Bro you…,non-hate
HATE_4310,"Satvik, who is endangered healthy humor ....",non-hate
HATE_4311,"If you smiled and smiled, he was responding to the response",non-hate
HATE_4312,Prathi Scene Prathi Shot U Mind Pothundhi Amma Baboy Awesome Script Selection,non-hate
HATE_4313,After this video I became a big fan of Nuku Bro Supur,non-hate
HATE_4314,Super Brother Comedy Kek 1000% Comedy Video,non-hate
HATE_4315,You are our Palita God,non-hate
HATE_4316,Annaaaaa navvii navvvii stomach pain vachindhi,non-hate
HATE_4317,Chala Bagundhi Anna,non-hate
HATE_4318,Super Anna Your Videos Your Words I like Very So I Like So Subscribe to Your Channel,non-hate
HATE_4319,Telangana ethnic gems ...,non-hate
HATE_4320,"Veedu Em Chestunadu Ra Ante I Want To Understand His State Of Mind """,non-hate
HATE_4321,"""Kejif"" is a film that gives a man lonely and brave to fight the circumstances.",non-hate
HATE_4322,Hello Madame Upendra Don't Make Low .... Tell your news .. Ledha Davada Pagalipotundi,hate
HATE_4323,Tiger NTR Anna is coming in 2023,non-hate
HATE_4324,Puku Lo is on a good chill,hate
HATE_4325,Every scene ... every shot .... Awesome inside,non-hate
HATE_4326,How many people missed the song in Lost,non-hate
HATE_4327,"Madyao Madyalo Aha Sound Vere Level..ee Aunty Ekkada Dorikindi Bro Vadaletlduga ..
Gap ekkuvindi bro",non-hate
HATE_4328,Vaanchi padidhengu bro,hate
HATE_4329,"If you do not come today, you want to get in the paper",non-hate
HATE_4330,Enni rojulu ayindi anna ne video chusi,non-hate
HATE_4331,What ID is the name of the name of it,non-hate
HATE_4332,Cousin Law to Karna in Donation ...,non-hate
HATE_4333,Return lo Bocha Nuvvu Theeskoni Unte Super Laughter Vachedhi Bro,non-hate
HATE_4334,Sigu lenu edava laga without anything on the brother's shit,hate
HATE_4335,This is what happened according to a plan,non-hate
HATE_4336,I could not laugh,non-hate
HATE_4337,Mind blow.anna.ekum..baga chesaru .. acting iddaru ... Super Anuko Annnaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,non-hate
HATE_4338,"After the Media Devolop, every girl is a heroine who thinks Performance Trolls are very useful.",non-hate
HATE_4339,Chaala Disappointed Mood Lo Intiki Vacha Bro Mind Antha Free Aipoindhi,non-hate
HATE_4340,BRO If I eat the monsters ... serious ...,hate
HATE_4341,There are similar words in the original English movies.,non-hate
HATE_4342,Atlunttadhi Palanadu Thitlantte Sarrigga Deggutam,hate
HATE_4343,Na Ears Lonundi Blood Leak Ayindhi Lanjalu Kompa Lo Dialogue Vini,hate
HATE_4344,Shiva..Siva..A..An it ..,non-hate
HATE_4345,Case on this web series ...,hate
HATE_4346,Dengav ga video,hate
HATE_4347,Ninnu Dengestanu,hate
HATE_4348,Telugu Industry Na Modda Kudavandi Ra,hate
HATE_4349,You should be with us.,non-hate
HATE_4350,"At this age, how many farms are boasted",non-hate
HATE_4351,You are the masculine race sir,non-hate
HATE_4352,You should be God .. and we have to live for 1000 years ...,non-hate
HATE_4353,Kindha Midha upu Doctor samaram sir thopu,non-hate
HATE_4354,You are god sir,non-hate
HATE_4355,Meeru EE Subject Lo God Sir. Maaku EE Subject Lo Meeru Cheppinantha Correct Clear Solution Evaru Leru,non-hate
HATE_4356,"kani, ekkuva cheste alasata, weakness, body peragaka povadam, teenage lo tarvata kuda face paina gaddalu pimples ravadam nijam...better keep it two-three times a week..get busy and focus on your studies and career guys.",non-hate
HATE_4357,"The king should be the things you don't know! Very very well explained. If you watch the videos you say in the Yu Tube, every man can live comfortably. You are a gift that God has given to this society",non-hate
HATE_4358,Sir Mimal is a hill courage,non-hate
HATE_4359,LIVING LEGEND SIR MIRU,non-hate
HATE_4360,Vishwak seems to be over -action.,hate
HATE_4361,", Viswak's groove is high. This is not a good method",hate
HATE_4362,"If you cheat like you like you, he will never come up with sir",non-hate
HATE_4363,Thanksgiving madam,non-hate
HATE_4364,Varicocel Gurinchi Explain Cheyandi Madam,non-hate
HATE_4365,Man Vericocile Vunnavallaki Kuda Count Peruguthunda,non-hate
HATE_4366,"Biya has a valuable meaning in every poison you tell. I have not read the Holy Bhagavat Gita so far, but everything you say is based on the Holy Bhagavat Gita.",non-hate
HATE_4367,Mammalni Eppatnundo Motivate Chesthune Untunnav Bro..Baguntav,non-hate
HATE_4368,Jai Sri Krishna is very happy to be useful…,non-hate
HATE_4369,Very well said .. The first example is that it is .... not normal ... Super original,non-hate
HATE_4370,Clear GA Explain Chestaru Chala Manchiga Artham Avuthundi,non-hate
HATE_4371,What a madam is it that you like how much respect you are interviewed with such people,hate
HATE_4372,"Amma ... Kritika .. This time when he comes to him, he comes with a weapon and chava deng .. The case will be put on me ..",hate
HATE_4373,Wadi's face looked in the mirror and spoke to Manu Prakash Raju Gary,hate
HATE_4374,If the name of a psychopathic patient is the first your name on the list,hate
HATE_4375,Mundhu Veeni Interview Chesthunna Channel Vallani Thannali,hate
HATE_4376,Mentel Gadini tesuku vachi kurcho pettukunnaru enti anker garu,hate
HATE_4377,Krittika garu vadine chepu tho kothandi live lo ....,hate
HATE_4378,"Intha pichi ekkada chudaledu,",hate
HATE_4379,Yeediki Prathi Kshnam Third Degree Pettali Yee Sollu Poyenthavaraku,hate
HATE_4380,Vacharuu thikdhi thikkoduu,hate
HATE_4381,Veedemma Veedi lssge waste dhi,hate
HATE_4382,Picchodini Interview Endhuku Chesthunnaru May Be TRP KOSAMA,hate
HATE_4383,Orei ....... You did not even do the blacksmith to the guys who told you black magic,hate
HATE_4384,Shiva's patience is really Hatsoff…,hate
HATE_4385,This is the only interview I like in all your interview,non-hate
HATE_4386,It is very proud to come to a similar level .It is very happy to see it today.,non-hate
HATE_4387,Very Funny .... Tirupathi Language Yaasa Dimpaadu ... He has very good natural making sense of humor ...,non-hate
HATE_4388,6 feet deep 2 feet wide to anyone,non-hate
HATE_4389,Shiva Gari Smile Ki Fidaa..Mee Anchoring Super Sir..Nenu Macha Cheppe Answers,non-hate
HATE_4390,Macha ki boothulu vachu kani ladies mundu vaddu anta,non-hate
HATE_4391,Macha Songs EM PAADADU ABAA,non-hate
HATE_4392,Shivagaru your anchoring is very good .. simply superb ... u have a bright future…,non-hate
HATE_4393,Macha Anna Lo Oka Singer Unnadu ..... Bayataku Rappinchandi Bayya ...... Macha Anna Oka Famous Singer Avuthaaru,non-hate
HATE_4394,Siva Anna Meeru Great Chala Opikatho Interview Chesaru Haatsaup Anna Meeru Great Anchor,non-hate
HATE_4395,Cinemalo Comedy Kante Edi Picha Comedy Navvi Navvi Navvi Kadupu Noppu Noppi Vachindi Really Supper Video Supper Interview,non-hate
HATE_4396,Anna and Kalvakuntla's family will be heard that the entire jail will be lost.,hate
HATE_4397,The king of the gum is our king,non-hate
HATE_4398,The younger brother of the asceticism,hate
HATE_4399,Radhakrishna Garu Akkella Raghavendra Your Interview. We are looking forward to it.,non-hate
HATE_4400,Rajagopal Reddy Komatireddy is also a Warrior,non-hate
HATE_4401,The Leader is our Rajanna,non-hate
HATE_4402,Legend Rajagopal Reddy is a very simple man who has no,non-hate
HATE_4403,"The ideal political leader, however, said he would take political asceticism. What happened",non-hate
HATE_4404,Pedavallaku Apadha Vasthe Vasthe Velli Sahayam Chese Goppa Leaders,non-hate
HATE_4405,Nacchindi Awesome Super for how many people acting getup scene,non-hate
HATE_4406,Super Super Super Super Extra,non-hate
HATE_4407,Love u Bro Jai Megastar ...,non-hate
HATE_4408,Sreenu Gary Getup & Dialogue Super Andy ... Auto Ram Prasad Auto Panches,non-hate
HATE_4409,Chiranjeevi's voice in this content would be better .. Skit Super,non-hate
HATE_4410,Manava Rupamlo Vunna Devudu Mana Megastar,non-hate
HATE_4411,Srinu Nee Acting is gone,non-hate
HATE_4412,Getup Shenu Wow Super Man Megastar Body Language As It Issu Super,non-hate
HATE_4413,Eni Puri Nuvvu Entha Knowledge Gain Chestavu.,non-hate
HATE_4414,Saami ... Kadha Kannaa Venakaala Nuvv Cheppina Vivarana Baagundi ..,non-hate
HATE_4415,LIFE LO OKASRI INA KALAVLI DARLING NINNU,non-hate
HATE_4416,Jungle Naa Kodaka .. Aa Maatallo Entha Ardham Undhandi,hate
HATE_4417,Shiva Anna Nuvvu Entha Try Chesina ... she didn't loose her confidence and attitude.,non-hate
HATE_4418,The song is a DieHard fan with this one interview,non-hate
HATE_4419,Nenu e stage raavadaniki karanam .... e stage vesinollaa,non-hate
HATE_4420,Dhini chusathey chalu nadhi solla legisipothundhi,hate
HATE_4421,NUV MIA KHALIFA NA Sarayu Pedda Figure Needhi,hate
HATE_4422,Sarayu ni mingalra,hate
HATE_4423,"As long as the muscles, the Beauty and Strength, we will talk about it, and they can be left after knowing the fade out of the fade",hate
HATE_4424,"Getting too Early from the Bigg Boss Show has been a little disappointed.
Smoking seemed to be the main reason for elimination.",non-hate
HATE_4425,"Deendi Length, Breadth, Depth, Boops Baaguntundi, Sundlu Superb.",hate
HATE_4426,"Pelli Meeda Naku Chala Dreams, Respect Vundedhi ITLANTI Interviews",non-hate
HATE_4427,The narrative of the characters is clearly explained .. so I watch PS1 movie,non-hate
HATE_4428,What you said is better than what you watch the movie Madame,non-hate
HATE_4429,"He explained that the novel and the cinema are very good, without confusion.",non-hate
HATE_4430,"All the youth, even if we are educated, they will do so rather than the ruling parties come to power.",hate
HATE_4431,Very nice .. BJP Ni Tarimi Dengandhi Telangana Nundi,hate
HATE_4432,Sky Kohili Valle India Semis Ki Vachindhi,non-hate
HATE_4433,Krishna Garu should live. We have been watching since childhood.,non-hate
HATE_4434,Navuthunava potti noodles chalu ra e janmaki,non-hate
HATE_4435,Goodmorning to Happy Sunday,non-hate
HATE_4436,"Jai Shah
He is destroying",hate
HATE_4437,Modi is bending his head in front of Modi,non-hate
HATE_4438,These anarchy is a leader who can stop. Only Pawan Kalyan.,non-hate
HATE_4439,Want to be pics of pics of pics ...,non-hate
HATE_4440,"All the anti -government news ..
The soul seems to be the refuge of murder",non-hate
HATE_4441,"All the anti -government news ..
The soul seems to be the refuge of murder",non-hate
HATE_4442,Anna lives for exploitation. The goal of life,non-hate
HATE_4443,Pillala Niyamtrana Bharatku Yento Avasaram.mail or Fimail Yevarayinasare Adhar Aadharamga Okka Bidda Matrame Vundali.,non-hate
HATE_4444,0 Pellillu Chesukoni Padimandini Kanakoodadu.janabha Yimka Perigite Yimti Stalalu Chalavu,non-hate
HATE_4445,Aharapadardhalu Chalavu.Prakruti Kooda Sahakarimchutaledu.yidi Sentral Gavarnament Chetilopani,non-hate
HATE_4446,Pavan okkasariavakasamevvandi evvandiannadueste enkomoodupelluchesukontad,non-hate
HATE_4447,Babar Azam Gadu Gobar Gobar Gudda Langa Ha Lanja Meedha Rape Case Vumdhi,hate
HATE_4448,Pakistani fans meru eri pukulu ayyaru naku adhi challu,hate
HATE_4449,Neevalla eekamukka kuda avvadu pavan babu velli shootings chesuko ... vellu,non-hate
HATE_4450,Sri Chaitanya Jl Peddha Jaffa Galu Modda Galaku Emi Radhu Malla Buildup,hate
HATE_4451,"Maa Jaganu Attu Kudda Pikalaarru Miru Motamu Kalise Vachinnaaalion is Jaganu
Piges grop is babu pawanu lokesh",non-hate
HATE_4452,Desanni Janabha Bharinumdi Raximchamdi Mahaprebho.yidimodigarike sadhyapadutumdi.,non-hate
HATE_4453,Yudi naavinnapamu matrame bhavishyatlo biddalu biddalu padakoodadane vudyesamuto navinnapamu.tappayite xaminchani vinnapam,non-hate
HATE_4454,Janabha.peregutunaru.vupadhe.udhyogalu.karuve.vundhe.,non-hate
HATE_4455,Rajakeyalu.Neraerakunte.vepakchalu.akada.prajalu.Neladheshthar,non-hate
HATE_4456,"Poor people are saying that all kinds of cuisine for the poor people are served and eaten on the fruit of the poor people, it is not worth it for ten thousand. Damn the future",non-hate
HATE_4457,"If the opposition does not grow the common man, the poor people are now looking for houses and how they are coming to the poor people.",non-hate
HATE_4458,Jagan anna ni gothu ela vuntahi ante notlo pasipoyi modda stuck ayitadhu vuntadhi,hate
HATE_4459,Pavala Gadu to get rid of clashes after coming,non-hate
HATE_4460,Pawan Kaparapotame Nitiyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyy,non-hate
HATE_4461,ekanth sindhe gadu lanjala koppa leader,hate
HATE_4462,BJP ki siggu saram lanja paruvu emi ledhu,hate
HATE_4463,The adopted son is not ashamed yet,non-hate
HATE_4464,Shami vadu vadi eri puku fillding,hate
HATE_4465,Vadini Asla Remove Cheshi Dengali CM Nundhi,hate
HATE_4466,This means consciousness. This is what reverses. This is what it does not mean.,non-hate
HATE_4467,Why are they not doing good in this party?,non-hate
HATE_4468,"The people are wise, so they are reversed.",non-hate
HATE_4469,We have to come to the public to say that we will do it to the public.,non-hate
HATE_4470,Very well -known Buddhism,non-hate
HATE_4471,At least the media is not a press meet.,non-hate
HATE_4472,Jagan ki alane gudda lo rod dimpali public,hate
HATE_4473,Clarity Lakunda Vastha Ela Na Vuntundhi ..,non-hate
HATE_4474,modi ki muslim galu eppudo peelechi dengutaru,hate
HATE_4475,The adopted son is not ashamed yet,non-hate
HATE_4476,eknath kicheeppu tho dengali,hate
HATE_4477,That means the consciousness. This is what reverses. This is what it does not mean.,non-hate
HATE_4478,Why are they not doing good in this party?,hate
HATE_4479,"The people are wise, so they are reversed.",non-hate
HATE_4480,We have to come to the public to say that we will do it to the public.,non-hate
HATE_4481,At least the media can come forward and even hold a press meet ..,non-hate
HATE_4482,"Sicogallu Tho Jagrthha,",hate
HATE_4483,Murkulaani Evaru Emi Cheyaleru ...,non-hate
HATE_4484,Aadhoka party vadoka nayakuda villoka karyakarthalu.,non-hate
HATE_4485,Eippudu nuvvu yenta chesina janallaki vellina niku minus,hate
HATE_4486,Sanka naaku ra ..papi ga chn dhi,hate
HATE_4487,This means consciousness. This is what reverses. This is what it does not mean.,non-hate
HATE_4488,"The people are wise, so they are reversed.",non-hate
HATE_4489,Then the psycho is to be sucked,hate
HATE_4490,We have to come to the public to say that we will do it to the public.,non-hate
HATE_4491,ka paul ki pichi pettindhi modda vadu enti leadder,hate
HATE_4492,"Ekkada stop chesado akkade kottesthadu, virat bhai ki telusu othidi ela thatukovalo",non-hate
HATE_4493,73 will be a century,non-hate
HATE_4494,One is the truth of Kohli's dedication to the dedication of the dedication ... Conquer the stress is the ideal for today's youth .... Kohli is a role model for young players,non-hate
HATE_4495,King ane vadu okkade untadu vadu ekkadunna kingee,non-hate
HATE_4496,King ekkada unna king ki eppudu nenu fan,non-hate
HATE_4497,King isback,non-hate
HATE_4498,"Very well said, very well explained about the Bhagavad Gita.",non-hate
HATE_4499,Bhagavan Sri Krishna has explained the way to the existing life. Thank you.,non-hate
HATE_4500,Krishnam Vande Jagadgurum,non-hate
HATE_4501,Very good video,non-hate
HATE_4502,Beat the sound,hate
HATE_4503,The organizations were sold,hate
