S.No,translated_texts,Label,telugu_texts
HATE_4441,"All the anti -government news ..
The soul seems to be the refuge of murder",non-hate,"????? ???????? ???????? ???????.. ?????????? ?? ? ??????? ??????,
???? ????? ?????? ????????????"
HATE_4442,Anna lives for exploitation. The goal of life,non-hate,??????????? ????? ?????????. ?????? ????? ???????
HATE_4443,Pillala Niyamtrana Bharatku Yento Avasaram.mail or Fimail Yevarayinasare Adhar Aadharamga Okka Bidda Matrame Vundali.,non-hate,Pillala niyamtrana bharatku yento avasaram.mail or fimail yevarayinasare adhar aadharamga okka bidda matrame vundali.
HATE_4444,0 Pellillu Chesukoni Padimandini Kanakoodadu.janabha Yimka Perigite Yimti Stalalu Chalavu,non-hate,0 pellillu chesukoni padimandini kanakoodadu.janabha yimka perigite yimti stalalu chalavu
HATE_4445,Aharapadardhalu Chalavu.Prakruti Kooda Sahakarimchutaledu.yidi Sentral Gavarnament Chetilopani,non-hate,aharapadardhalu chalavu.prakruti kooda sahakarimchutaledu.yidi sentral gavarnament chetilopani
HATE_4446,Pavan okkasariavakasamevvandi evvandiannadueste enkomoodupelluchesukontad,non-hate,Pavan okkasariavakasamevvandi evvandiannadueste enkomoodupellilluchesukontad
HATE_4447,Babar Azam Gadu Gobar Gobar Gudda Langa Ha Lanja Meedha Rape Case Vumdhi,hate,babar azam gadu gobar gudda langa ha lanja meedha rape case vumdhi
HATE_4448,Pakistani fans meru eri pukulu ayyaru naku adhi challu,hate,pakistani fans meru erri pukulu ayyaru naku adhi challu
HATE_4449,Neevalla eekamukka kuda avvadu pavan babu velli shootings chesuko ... vellu,non-hate,Neevalla eekamukka kuda avvadu Pavan Babu velli shootings chesuko...vellu
HATE_4450,Sri Chaitanya Jl Peddha Jaffa Galu Modda Galaku Emi Radhu Malla Buildup,hate,sri chaitanya jl peddha jaffa galu modda galaku emi radhu malla buildup
HATE_4451,"Maa Jaganu Attu Kudda Pikalaarru Miru Motamu Kalise Vachinnaaalion is Jaganu
Piges grop is babu pawanu lokesh",non-hate,"Maa jaganu attu kudda pikalarru miru motamu kalise vachinnaaalion is jaganu
Piges grop is babu pawanu lokesh"
HATE_4452,Desanni Janabha Bharinumdi Raximchamdi Mahaprebho.yidimodigarike sadhyapadutumdi.,non-hate,desanni janabha bharinumdi raximchamdi mahaprebho.yidimodigarike sadhyapadutumdi.
HATE_4453,Yudi naavinnapamu matrame bhavishyatlo biddalu biddalu padakoodadane vudyesamuto navinnapamu.tappayite xaminchani vinnapam,non-hate,yudi naavinnapamu matrame bhavishyatlo biddalu badhalu padakoodadane vudyesamuto navinnapamu.tappayite xaminchamani vinnapam
HATE_4454,Janabha.peregutunaru.vupadhe.udhyogalu.karuve.vundhe.,non-hate,Janabha.peregutunaru.vupadhe.udhyogalu.karuve.vundhe.
HATE_4455,Rajakeyalu.Neraerakunte.vepakchalu.akada.prajalu.Neladheshthar,non-hate,RAJAKEYALU.HAMELU.NERAVERAKUNTE.VEPAKCHALU.AKADA.PRAJALU.NELADHESHTHAR
HATE_4456,"Poor people are saying that all kinds of cuisine for the poor people are served and eaten on the fruit of the poor people, it is not worth it for ten thousand. Damn the future",non-hate,?????? ??? ??????? ??????? ????? ????? ??????? ???????? ?????? ??? ???????? ?????? ??? ?????? ??????????? ??? ?????? ?? ?????????? ??? ????? ??????????? ??? ?????? ?????????? ????? ?????? ???????? ??????????? ??????? ???? ?????? ????? ??????? ??? ??????? ????????????? ??????? ???? ????? ??????? ????? ???????? ?????? ??????? ? ???????? ?????? ? ??? ????????? ?????????? ???? 
HATE_4457,"If the opposition does not grow the common man, the poor people are now looking for houses and how they are coming to the poor people.",non-hate,???????????? ???????????? ?????????? ??? ??????? ??????? ???????? ??????? ?????? ????? ??? ??????????? ???????? ??? ???? ???? ????? ??? ??????? ???? ??????? ?????? ????????? ???? ?????? ??? ???????? ???????????? ???? ???? ???? ????????? ????????????????????? ?????? ??????????? ????????? ???????????? ????? ????? ?? ?????? ?????? ???? ????? ??????? ???????????
HATE_4458,Jagan anna ni gothu ela vuntahi ante notlo pasipoyi modda stuck ayitadhu vuntadhi,hate,jagan anna ni gothu ela vuntahi ante notlo pasipoyi modda stuck ayitadhu vuntadhi
HATE_4459,Pavala Gadu to get rid of clashes after coming,non-hate,????? ???? ??????? ????? ?????? ?????? ?????????? ???????????
HATE_4460,Pawan Kaparapotame Nitiyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyy,non-hate,???? ???????????? ???????????????????????? ?????????????  ???? ??????????? ???? ?????????????
HATE_4461,ekanth sindhe gadu lanjala koppa leader,hate,ekanth sindhe gadu lanjala koppa leader
HATE_4462,BJP ki siggu saram lanja paruvu emi ledhu,hate,bjp ki siggu saram lanja paruvu emi ledhu
HATE_4463,The adopted son is not ashamed yet,non-hate,?????????????? ???? ?????? ??????
HATE_4464,Shami vadu vadi eri puku fillding,hate,shami vadu vadi erri puku fielding
HATE_4465,Vadini Asla Remove Cheshi Dengali CM Nundhi,hate,vadini asla remove cheshi dengali cm nundhi
HATE_4466,This means consciousness. This is what reverses. This is what it does not mean.,non-hate,??? ??????? ????. ??????? ???? ???. ??????????? ????????????????? ???? ???.
HATE_4467,Why are they not doing good in this party?,non-hate,?????? ? ????????? ??? ?????????? ? ???????? ?????? ???? ?????????? ???????????????? ?????? ??? ????? ???? ?????? ????????? ?????? ???????????????? ????????? ?????? ??? ???? ??????? ?????? ?? ???????????? ?????? ????
HATE_4468,"The people are wise, so they are reversed.",non-hate,????? ??????? ?????? ??????? ??? ???????????.
HATE_4469,We have to come to the public to say that we will do it to the public.,non-hate,???? ??????? ??????? ????????? ?????????? ?????????? ?????? ? ????? ???? ????? ?? ????????
HATE_4470,Very well -known Buddhism,non-hate,???? ?????? ?????? ???????? ??????
HATE_4471,At least the media is not a press meet.,non-hate,????? ?????? ??????? ????? ?? ?????? ???? ???? ????????? ???? ? ?????.
HATE_4472,Jagan ki alane gudda lo rod dimpali public,hate,jagan ki alane gudda lo rod dimpali public
HATE_4473,Clarity Lakunda Vastha Ela Na Vuntundhi ..,non-hate,Clarity lakunda vastha Ela na vuntundhi..
HATE_4474,modi ki muslim galu eppudo peelechi dengutaru,hate,modi ki muslim galu eppudo pelechi dengutaru
HATE_4475,The adopted son is not ashamed yet,non-hate,?????????????? ???? ?????? ??????
HATE_4476,eknath kicheeppu tho dengali,hate,eknath kicheppu  tho dengali
HATE_4477,That means the consciousness. This is what reverses. This is what it does not mean.,non-hate,?? ??????? ????. ??????? ???? ???. ??????????? ????????????????? ???? ???.
HATE_4478,Why are they not doing good in this party?,hate,?????? ? ????????? ??? ?????????? ? ???????? ?????? ???? ?????????? ???????????????? ?????? ??? ????? ???? ?????? ????????? ?????? ???????????????? ????????? ?????? ??? ???? ??????? ?????? ?? ???????????? ?????? ????
HATE_4479,"The people are wise, so they are reversed.",non-hate,????? ??????? ?????? ??????? ??? ???????????.
HATE_4480,We have to come to the public to say that we will do it to the public.,non-hate,???? ??????? ??????? ????????? ?????????? ?????????? ?????? ? ????? ???? ????? ?? ????????
HATE_4481,At least the media can come forward and even hold a press meet ..,non-hate,????? ?????? ??????? ????? ?? ?????? ???? ???? ????????? ???? ? ?????..
HATE_4482,"Sicogallu Tho Jagrthha,",hate,"Sicogallu  tho jagrthha,,,"
HATE_4483,Murkulaani Evaru Emi Cheyaleru ...,non-hate,Murkulani evaru emi cheyaleru...
HATE_4484,Aadhoka party vadoka nayakuda villoka karyakarthalu.,non-hate,Aadhoka party vadoka nayakuda villoka karyakarthalu.
HATE_4485,Eippudu nuvvu yenta chesina janallaki vellina niku minus,hate,Eippudu nuvvu yenta chesina janallaki vellina niku minus
HATE_4486,Sanka naaku ra ..papi ga chn dhi,hate,sanka naaku ra ..papi ga chn dhi
HATE_4487,This means consciousness. This is what reverses. This is what it does not mean.,non-hate,??? ??????? ????. ??????? ???? ???. ??????????? ????????????????? ???? ???.
HATE_4488,"The people are wise, so they are reversed.",non-hate,????? ??????? ?????? ??????? ??? ???????????.
HATE_4489,Then the psycho is to be sucked,hate,??????? ???? ??????? ?????? ????
HATE_4490,We have to come to the public to say that we will do it to the public.,non-hate,???? ??????? ??????? ????????? ?????????? ?????????? ?????? ? ????? ???? ????? ?? ????????
HATE_4491,ka paul ki pichi pettindhi modda vadu enti leadder,hate,ka paul ki pichi pettindhi modda vadu enti leadder
HATE_4492,"Ekkada stop chesado akkade kottesthadu, virat bhai ki telusu othidi ela thatukovalo",non-hate,"Ekkada stop chesado akkade kottesthadu ,virat Bhai ki telusu othidi Ela thattukovalo"
HATE_4493,73 will be a century,non-hate,73 ?????? ????????
HATE_4494,One is the truth of Kohli's dedication to the dedication of the dedication ... Conquer the stress is the ideal for today's youth .... Kohli is a role model for young players,non-hate,???? ?????? ???? ?????? ? ?????? ????? ???? ?????? ???? ...????????? ??????? ?????? ???? ?????? ?????? .... ??? ???????? ?? ?????? ?? ???? ?????
HATE_4495,King ane vadu okkade untadu vadu ekkadunna kingee,non-hate,King Ane vadu okkade untadu Vadu ekkadunna kingee
HATE_4496,King ekkada unna king ki eppudu nenu fan,non-hate,King ekkada unna king ki eppudu nenu fan
HATE_4497,King isback,non-hate,????? ??? ??????
HATE_4498,"Very well said, very well explained about the Bhagavad Gita.",non-hate,"???? ???? ????????,???????? ??????? ?????? ???? ???? ????????????? ??????."
HATE_4499,Bhagavan Sri Krishna has explained the way to the existing life. Thank you.,non-hate,???? ???? ?????????? ?????? ???? ???????? ????? ????????? ???? ?????? ????????????. ???? ???????????.
HATE_4500,Krishnam Vande Jagadgurum,non-hate,?????? ???? ??????????
HATE_4501,Very good video,non-hate,???? ???? ?????? ????
HATE_4502,Beat the sound,hate,????? ??????? ???????????
HATE_4503,The organizations were sold,hate,??????? ???????
HATE_4504,Rey teaches you and closed the first gudda and go to school and do not do things,hate,???? ???? ????????? ?????? ????? ????? ?????? ???????? ?????? ?????? ??????? ????? ?????? ???? ????? ???????
HATE_4505,Anchor What Baya Exposing,hate,?????? ???? ????? ???????????
HATE_4506,Monna Chusty Curry Law,hate,????? ?????? ????? ????? ?? ???? ??????? ?????? ????? ??????? ???????
HATE_4507,Sir you. Madame Garu Miko Namaskar. The two were fit. Fearlessly,hate,????????????? ???? ??????. ???? ???? ???? ????????. ?????? ?????????. ???????? ?????????
HATE_4508,Mallareddy means Famous That is how you now escape the illicit assets you hide,hate,??????????? ???? ????? ?????? ??????? ?????? ????????? ????? ???????? ??? ????????? ????? ??? ???????????????
HATE_4509,"Bongule, if behind the government, can say a hundred.",hate,"???????,, ?????????? ?????? ???? ??? ??????????. "
HATE_4510,"Petting, putting,",hate,"??????????????, ????????, ????????"
HATE_4511,"If you want to be born, then all this is all this",hate,???????? ?????? ???????? ????? ?????? ????
HATE_4512,Palammina .. Pulamina .. and healing poo *** sold unlee,hate,????????.. ???????.. ???? ??? ?? *** ?????? ????? 
HATE_4513,I think there is water in the water tank in a sinful home,hate,??? ???? ?? ????? ??????? ?? ?????? ?????????? 
HATE_4514,I have tried two,hate,???? ????? ???? ?????? ?????? ????
HATE_4515,I am a day to imagine Anusuya on a regular basis,hate,???? ???? ??????? ?????? ????? ????????? 
HATE_4516,There are many people who are not coming to them ...,hate,??????????? ???????? ?????? ???????? ??????? ??????? ?????? ????? ???? ??????? .... ????? ???? ????? ???????
HATE_4517,You have been attacked on your house as you have,hate,???? ??? ???? ??? ???? ??????? ?? ???? ??? ???? ??????
HATE_4518,"If you are original, you will do it with you now chi",hate,???? ???? ???? ??? ?? ?????? ???? ???? ?????????? ??????? chi
HATE_4519,This sin thigh is really very nice,hate,???????? ? ??? ??? ???? ???? ???????
HATE_4520,I am saying that this House is not my hair.,hate,?? ???????? ???????? ? ?? ?????? ????????????.
HATE_4521,Telugu boyfriend Kavali,hate,?????? ???? ??????? ??????
HATE_4522,Grandpa you are 60 Papa Key 25 Yendira this is the poor ...? ï¸ï¸ï¸,hate,??? ???? 60 ??? ?? 25??????? ???? ? ????????...????
HATE_4523,Bach,hate,???? & ?? ???? ??? ???????? ???? ?????? ?????? ?????? ???????? ?????????? ????
HATE_4524,Lust has no eyes ....,hate,???????? ????? ???? ....
HATE_4525,Hard to work hard,hate,??????? ??????? ?????????????
HATE_4526,Asked for something or asked,hate,??? ????????? ??? ????????
HATE_4527,Where to go to this female commission,hate,??????? ?????? ? ????? ??????
HATE_4528,Any hero can dance in the song Kani NTR is proving that he will live .....,hate,? ???? ????? ????? dance ?????????? kani NTR ????????? ????..... ?????????? ??? ?????? ??????
HATE_4529,Everthira is this. The doll is not punching .....,hate,???????? ???. ?????? ??????? ???????????????????.....
HATE_4530,"For their family for this Anil Gadu pics, people do not care if they are unfair",hate,? ????? ???? ???? ???? ????? ???????? ????? ?????? ?????? ??????? ??????? ???????????? ???????
HATE_4531,It is supposed to be in the Red Light Area,hate,??? ???? ???? ????????? ????????
HATE_4532,This is Frankness Your Bonda .... Origrating .... A psycho -notable psycho .... He who has to live in the caves.,hate,??? frankness ?? ????.... ????????.... ????? ???????? ???? ?? ???? ????.... ??????? ???????????? ????.
HATE_4533,Thanks to TV owners who believe in such judgments like this,hate,??????? ???????? ?????? ?????? ????????? ?????? TV ?????????? ??????????
HATE_4534,This is the drought.,hate,??? ??????? ???????????.
HATE_4535,If you want to see Roja looking at the flick.,hate,??? ???? ???? ???? ????? ????????????? ?????????.
HATE_4536,Dammundira asking Adani Ambani,hate,????? ????????? ????? ?????????? ???? ?????
HATE_4537,Anil Ambani's father sold Vadapav in the beach,hate,????? ????????? ????? ?????? ?????? ???????? ?????? ???????????? ??? ??????????
HATE_4538,Everyone struggles .. They are enough to stay to eat.,hate,????? ??????????.. ?????? ????????? ????????? ??????????.. ????? ???? ?????? ?????? ???????????? ???? ?????? ???? ???????
HATE_4539,Venuka Nundi Baga Pettinchukuntundi,hate,Venuka nundi baga pettinchukuntundi
HATE_4540,VELI METRO STATION LO PADEYANDI,hate,veli metro station lo padeyandi
HATE_4541,Veediki inka pani em ledu anukunta bokkalo choreography,hate,Veediki inka pani em ledu anukunta bokkalo choreography
HATE_4542,Vadu dhenikey fill avadu roo vadu em cheputhadoo adinikey nuvvu fil avalku,hate,Vadu dhenikey fill avadu rooo vadu em cheputhadoo adinikey nuvvu fill avalku
HATE_4543,Teeskelli railway station loo padeyandi,hate,Teeskelli railway station loo padeyandi 
HATE_4544,Super ... metro lo Job Ochesinatte,hate,Super... Metro lo job ochesinatte
HATE_4545,Sollu Puka Antha Solluu ....,hate,Sollu puka antha solluu.... 
HATE_4546,Sadhuvu rakapothey kanisam mimic cheskuni edho oka railway station lo work cheyyochu,hate,Sadhuvu rakapothey kanisam mimic cheskuni edho oka railway station lo work cheyyochu 
HATE_4547,Romance kuda cheyyandi siggu lekunda,hate,Romance kuda cheyyandi siggu lekunda
HATE_4548,"Wine, Vodka, Rum will make a lot more bro with RGV",hate,"RGV ?? ????? wine,vodka,rum ???? ?????? ????????? bro"
HATE_4549,Reyy Evvarra Meeru Antha,hate,Reyy evvarra meeru antha
HATE_4550,Rey ..... Addamina Vallani Judges Chesi ..... Papam Shekar Master Value Teesunnaru,hate,Rey ..... addamina vallani judges chesi .....papam shekar master value teesunnaru 
HATE_4551,Ramu Inner Peeling: Night Ki Gunta Tho Dengulata Ki Set Ipoyindi,hate,Ramu inner peeling : night ki gunta tho dengulata ki set ipoyindi
HATE_4552,Ramakrishna Garu Thappa Migilina Chillara Aedhavalni Pettaru Judje lu ga,hate,Ramakrishna garu thappa migilina chillara aedhavalni pettaru judje lu ga
HATE_4553,Ra nenu pedutha ekkada kavalante akkada,hate,Ra nenu pedutha ekkada kavalante akkada 
HATE_4554,Ra ne aka chaputho dangu..Tha lan.a na kodaka,hate,Ra Ne aka chaputho dangu..tha lan.a na kodaka
HATE_4555,Pora pilla puka,hate,Pora pilla puka
HATE_4556,PO RA RAY PO RAA EDHAVA SODHI EKKUVAIPOTHUNDHI INSTA LOO,hate,Po ra Rey po raa edhava sodhi ekkuvaipothundhi insta loo
HATE_4557,Pakkana Una Athanu Car Driver Anukunta Anduke Face Chupincha Ledu Dini Malli Lover Ani Cutting Gu,hate,Pakkana una athanu car driver anukunta anduke face chupincha ledu dini malli lover Ani cutting gu
HATE_4558,NXT STOP AMEERPET. Doors open on the left side,hate,NXT Stop Ameerpet. ??????? ??? ????? ?????????????
HATE_4559,NUV Chance iThe vadu ni mokam midane kottesthade,hate,nuv chance isthe vadu ni mokam midane kottesthade
