S.No,Comments,Label,
HATE_4026,ఏంటి గుర్రం 2'సరే కి వస్తోందా.. పక్కనే చెట్లు ఉన్నాయి వెళ్లి లోడ్ దించేయ్,non-hate,
HATE_4027,మేడం కు ఉక్క పోస్తునట్టుంది సంకలో బాడీ వేసుకుంది,hate,
HATE_4028,ఏ మార్నింగ్ వెళ్ళలేదా ఇంకా ఎందుకు వేళ్ళు త్వరగా,hate,
HATE_4029,లోపల అండర్వేర్ వేసుకున్నావా లేదా,hate,
HATE_4030,బోరుకొచ్చిన బండి బోరుకొచ్చిన బండిని నడుపుతుంది,hate,
HATE_4031,భర్త పోయడమే బెంగ లేదు సురేఖకి కూతురికి తల్లి క్లబ్లో తిరుగుతున్నారు,hate,
HATE_4032,నవ్వు చాలు చూపిస్తున్నారు,hate,
HATE_4033,"మంచి చేసే వాళ్ళని మన జనం నమ్మక పోతే, ఇంక దేశం ఎలా బాగు పడుతుంది.",non-hate,
HATE_4034,నా ఊపిరి ఉన్నంతవరకు నా ఓటు మీకే అన్నా,non-hate,
HATE_4035,ప్రజా సమస్యల పరిష్కారంపై దృష్టి పెట్టండి ,non-hate,
HATE_4036,ఆయన మీద అభిమానం ఉంటే సరిపోదు ఆయనకి ఓటేస్తేనే కదా గెలిచేది ,non-hate,
HATE_4037,జై పవర్ స్టార్ అన్నా పవన్ కళ్యాణ్ అన్న నేను నీ ఫ్యాన్ అన్నా నెక్స్ట్ నువ్వే సీఎం పక్క,non-hate,
HATE_4038,అన్ని పాటలకి ఇదే స్టెప్స్ హా,non-hate,
HATE_4039,ఒకసారి చుట్టూ ఉన్న వాళ్ళ కళ్ళల్లో ఆనందాన్ని గమనించండి,non-hate,
HATE_4040,నిజమైన పవన్ కల్యాన్ అబిమానికే తెలుస్తుంది ఆ ఆనందం,non-hate,
HATE_4041,ఆ అబ్బాయి సంతోషం చూసి మా కళ్ళల్లో నీళ్ళు వచ్చాయి,non-hate,
HATE_4042,పవన్కళ్యాణ్ గారి నవ్వు లో నీతి నిజాయితీ ఉంటుంది..,non-hate,
HATE_4043,ప్రాణం ఇచ్చే fanc ఒక పవణ్ కల్యాణ్ గారికి మాత్రమే ఉన్నారు,non-hate,
HATE_4044,నా బంగారం... ఆ నవ్వులోనే ఉంది అన్న మా సంతోషం,non-hate,
HATE_4045,గుండెల పైన కాదు గుండె లోపల వున్నారు సర్ మీరు,non-hate,
HATE_4046,ఆ నవ్వు లొ కోటి కోట్లా ఆనందం ఉంది ,non-hate,
HATE_4047,ఈ వీడియో అంటే చాలా ఇష్టం నాకు,non-hate,
HATE_4048,ఇలాంటి అభిమానులు ఒక్క పవన్ కల్యాణ్ గారికి మాత్రమే ఉంటారు,non-hate,
HATE_4049,Kaasta అమ్మ నన్న పైన ప్రేమ కలిగి vundandi bro,non-hate,
HATE_4050,కంట్లో దురద పెట్టింది కాబట్టి సరిపోయింది,non-hate,
HATE_4051,కంట్లో దురద పెట్టింది కాబట్టి సరిపోయింది,hate,
HATE_4052,Arey edi ammai kadura anti,hate,
HATE_4053,ఇదేంటీ ఇలా నడుస్తుంది,hate,
HATE_4054,రాబోయే కాలానికి కాబోయే హీరో,non-hate,
HATE_4055,వెంకటేష్ గారి అబ్బాయి సో స్వీట్ ,non-hate,
HATE_4056,Next generation chala strong ga prepare chesthunnaru,non-hate,
HATE_4057,మహేష్ బాబు ల వుండ్ సితార పాప చాలా క్యూట్ గా ఉంది,non-hate,
HATE_4058,Enni saarulu chusina chudalanipistu vundhi ,non-hate,
HATE_4059,ఇద్దరూ చాలా బాగున్నారు sooooo క్యూట్,non-hate,
HATE_4060,మీరు నిండు నూరేళ్లు చల్లగా ఉండాలని కోరుకుంటూ హ్యాపీ మ్యారేజ్ లైఫ్,non-hate,
HATE_4061,కనపడడు కానీ ....చాలా కన్నింగ్,hate,
HATE_4062,Siri kosam vachenappudu srihan ni chala manchodu anukunnam.,hate,
HATE_4063,శేఖర్ మాస్టర్ తో ఆ... పిల్ల ఏం చేసింది రా..... నాయనా.,non-hate,
HATE_4064,శేఖర్ మాస్టర్ కంటే కూడా దీపిక డాన్స్ చాలా బాగా చేసింది ,non-hate,
HATE_4065,ప్రభాస్ గారు అనుష్క గారు మీరు తొందరగా పెళ్లి చేసుకోండి ,non-hate,
HATE_4066,ప్రభాస్ గారు అనుష్క గారు పెళ్లి చేసుకోవాలని తెలుగు రాష్ట్రాల్లో కొన్ని కోట్ల మంది కోరుకుంటున్నారు,non-hate,
HATE_4067,Very గ్రేస్ ఫుల్ డాన్సర్ షన్ను,non-hate,
HATE_4068,Pinky ki entha kopam vachi vuntundhoo papam,non-hate,
HATE_4069,Anna pinky akka kada ne jodi were is pinky akka,non-hate,
HATE_4070,దీపిక నువ్వు మంచి డాన్స్ ర్ వి నీ డాన్స్ అంటే నాకూ చాల ఇష్టం,non-hate,
HATE_4071,వామ్మో సూపర్ చిట్టి thalli ️ ఆక్షన్ కే ప్రాణం పోసెల అన్నవ్ రా mummy,non-hate,
HATE_4072,ఎంత ముద్దుగుందో చాలా బాగున్నావ్ బంగారం,non-hate,
HATE_4073,alente ki age అవసరం లేదు అని మళ్లీ నిరూపించావ్ ,non-hate,
HATE_4074,మాటలో చెప్పలేనంత పేమా ,non-hate,
HATE_4075,కోడలు పిల్ల మా కొడుకు నీ పెళ్లి చేసుకుంటావా కట్నం ఏం వొద్దు మేమే ఇష్టము కావాలంటే,non-hate,
HATE_4076,ఇంత అందమైన పిల్లని నా జీవితంలో చూడనే లేదు,non-hate,
HATE_4077,ఏ సినిమా లో పాట... చాలా బాగుంది,non-hate,
HATE_4078,Annayya undi kuda miss avuthunnavaru ,non-hate,
HATE_4079,Shekar master Appatlo Sadha garitho dhee lo dance chesevaru,non-hate,
HATE_4080,పవిత్ర  పెర్ఫెక్ట్ డాన్స్,non-hate,
HATE_4081,ఇమ్ము బ్రో ఫాన్స్ ఇక్కడ,non-hate,
HATE_4082,ఈ కచ్చా బాదం సాంగ్ అమ్మాయి కి సెట్ అవుతుంది,non-hate,
HATE_4083,Atleast thana age ki thana carrier set ayyindhii.,non-hate,
HATE_4084,Elanti song vesina ade oke expression papa!! Malli dhaniki karuvu batch,hate,
HATE_4085,శేఖర్ గారు ఇప్పుడు ఇలా వేరే అమ్మాయిలతో చేస్తున్నావ్ లేదా అలాగే రేపు నీ కూతురు కూడా ఉంది మర్చిపోకు మాస్టర్,hate,
HATE_4086,సూపర్ అన్న సాంగ్ ఎన్నిసార్లు విన్నాను నాకే అర్థం అవ్వట్లేదు,non-hate,
HATE_4087,ఎన్నిసార్లు విన్నా వినాలనిపిస్తుంది ఈ పాట,non-hate,
HATE_4088,నువ్వు పడింది మంచి గాఉంది బ్రో,non-hate,
HATE_4089,"రమణగారూ మీ పాట ఎన్ని సార్లు విన్నా ఇంకా వినాలని నిజానికి సాంప్రదాయ పద్ధతిలో సంగీతం పాడే,వినే మా లాంటి వారికి కూడా మాంచి ఎనర్జీ ఇస్తుంది.",non-hate,
HATE_4090,అన్న మీరు ముగ్గురు ఎప్పుడు ఇలాగే కలిసి ఉండాలి అన్నా,non-hate,
HATE_4091,ఎన్ని కష్టాల తర్వాత happy వస్తుందో తెలియదు బ్రదర్ కష్ట జీవులు,non-hate,
HATE_4092,అన్న మీరు చాలా కష్టపడి పైకి వచ్చినవారు కష్టం విలువ తెలిసినవారు ,non-hate,
HATE_4093,అంతా మీ కష్టార్జితం అన్న...మీరు ఎప్పుడు సంతోషంగా ఉండాలని కోరుకుంటూ ఇట్లు మీ అభిమాని.,non-hate,
HATE_4094,వీడియో చూడంగానే కామెంట్స్ కోసం వచినవాలు ఒక లికె వేసుకోండి,non-hate,
HATE_4095,అవి కెమెరా ముందు అరిచే అరుపులు కాదు .,hate,
HATE_4096,చీర కట్టుకుంటే చాలు ఎవరికైనా ఒక హుందాతనం వచ్చేస్తుంది.,non-hate,
HATE_4097,పిచ్చిక్కించే అభిమానం అయన సొంతం జై పవన్ కళ్యాణ్,non-hate,
HATE_4098,ఫోటో కోసం పక్కకి వెళ్తే లాగి కొట్టె హీరో లు mla లు ఉన్నారు అలాంటి వాళ్ళు మా దేవుడు ని చుడండి ఒకసారి ,non-hate,
